voisins,Search,Voisin1,Voisin2,Voisin3,Voisin4,Voisin5,movieId,imdbId
"[304, 3536, 8843, 1934, 11509, 660]",304,3536,8843,1934,11509,660,422,109297
"[305, 8843, 3196, 4243, 7171, 10261]",305,8843,3196,4243,7171,10261,423,109303
"[306, 3108, 8843, 14393, 13226, 1361]",306,3108,8843,14393,13226,1361,424,109305
"[307, 1849, 748, 6795, 15580, 14837]",307,1849,748,6795,15580,14837,425,109306
"[308, 14552, 8843, 12858, 13907, 13897]",308,14552,8843,12858,13907,13897,426,106452
"[309, 11068, 8843, 12010, 3196, 10103]",309,11068,8843,12010,3196,10103,427,106471
"[310, 6795, 1849, 11509, 14837, 11521]",310,6795,1849,11509,14837,11521,428,106489
"[311, 7621, 1913, 9517, 6707, 11502]",311,7621,1913,9517,6707,11502,429,109361
"[312, 7621, 6707, 9517, 2053, 11854]",312,7621,6707,9517,2053,11854,430,106505
"[313, 4243, 12094, 11509, 8843, 696]",313,4243,12094,11509,8843,696,431,106519
"[314, 3006, 8858, 3516, 3770, 13226]",314,3006,8858,3516,3770,13226,432,109439
"[315, 13226, 7643, 13801, 14552, 13349]",315,13226,7643,13801,14552,13349,433,109443
"[316, 12608, 914, 959, 9975, 227]",316,12608,914,959,9975,227,434,106582
"[317, 13226, 8858, 7621, 4192, 3942]",317,13226,8858,7621,4192,3942,435,106598
"[318, 11068, 8843, 10103, 12010, 3196]",318,11068,8843,10103,12010,3196,436,109456
"[319, 13226, 3196, 4303, 8858, 392]",319,13226,3196,4303,8858,392,437,109480
"[320, 881, 3196, 2439, 8858, 4374]",320,881,3196,2439,8858,4374,438,109493
"[321, 15255, 7643, 14499, 13226, 15356]",321,15255,7643,14499,13226,15356,440,106673
"[322, 11740, 15349, 7643, 14837, 6364]",322,11740,15349,7643,14837,6364,441,106677
"[323, 4918, 6333, 128, 2389, 12269]",323,4918,6333,128,2389,12269,442,106697
"[324, 3108, 4628, 2284, 9621, 1361]",324,3108,4628,2284,9621,1361,443,109729
"[325, 311, 14908, 10559, 7621, 5695]",325,311,14908,10559,7621,5695,444,106834
"[326, 11489, 8843, 13226, 7643, 14552]",326,11489,8843,13226,7643,14552,445,106873
"[327, 6318, 2171, 6274, 6795, 236]",327,6318,2171,6274,6795,236,446,106332
"[328, 6403, 7643, 13226, 10633, 11849]",328,6403,7643,13226,10633,11849,449,106880
"[329, 7643, 11740, 13226, 1463, 6364]",329,7643,11740,13226,1463,6364,450,111732
"[330, 748, 1849, 15580, 14908, 13226]",330,748,1849,15580,14908,13226,451,106926
"[331, 14908, 13226, 7643, 748, 1841]",331,14908,13226,7643,748,1841,453,106941
"[332, 124, 3770, 1049, 5030, 4599]",332,124,3770,1049,5030,4599,455,106965
"[333, 10261, 4243, 11509, 14837, 1738]",333,10261,4243,11509,14837,1738,456,109842
"[334, 2022, 8843, 13300, 11887, 13812]",334,2022,8843,13300,11887,13812,458,107004
"[335, 13226, 1339, 7621, 190, 3934]",335,13226,1339,7621,190,3934,460,109891
"[336, 8858, 3770, 3516, 311, 13151]",336,8858,3770,3516,311,13151,462,109920
"[337, 8843, 3196, 10261, 14552, 11509]",337,8843,3196,10261,14552,11509,463,107057
"[338, 3196, 8843, 7, 6276, 4243]",338,3196,8843,7,6276,4243,464,107076
"[339, 11887, 1138, 492, 390, 2022]",339,11887,1138,492,390,2022,465,107096
"[340, 3906, 1331, 13226, 7643, 8858]",340,3906,1331,13226,7643,8858,466,107144
"[341, 7643, 13226, 1817, 1065, 13349]",341,7643,13226,1817,1065,13349,467,113674
"[342, 2024, 7643, 748, 7075, 13226]",342,2024,7643,748,7075,13226,468,112966
"[343, 748, 390, 7666, 14536, 1849]",343,748,390,7666,14536,1849,469,107151
"[344, 2613, 7621, 11854, 311, 7429]",344,2613,7621,11854,311,7429,470,110064
"[345, 1463, 11740, 4515, 820, 15349]",345,1463,11740,4515,820,15349,471,110074
"[346, 13226, 7643, 9094, 14908, 11854]",346,13226,7643,9094,14908,11854,472,110097
"[347, 54, 7621, 9517, 6707, 11502]",347,54,7621,9517,6707,11502,473,110123
"[348, 974, 373, 2138, 694, 3886]",348,974,373,2138,694,3886,474,107206
"[349, 3637, 771, 4625, 6795, 9567]",349,3637,771,4625,6795,9567,475,107207
"[350, 1138, 992, 6403, 14837, 12526]",350,1138,992,6403,14837,12526,477,108551
"[351, 1002, 8843, 3196, 7621, 190]",351,1002,8843,3196,7621,190,478,110197
"[352, 3196, 8843, 4243, 12269, 4374]",352,3196,8843,4243,12269,4374,479,107286
"[353, 532, 1778, 3759, 727, 11765]",353,532,1778,3759,727,11765,480,107290
"[354, 8843, 11509, 10261, 4243, 6364]",354,8843,11509,10261,4243,6364,481,107302
"[355, 4243, 555, 10261, 1650, 8843]",355,4243,555,10261,1650,8843,482,110265
"[356, 6323, 14837, 3696, 8467, 4881]",356,6323,14837,3696,8467,4881,483,107322
"[357, 8858, 13226, 3542, 11193, 3516]",357,8858,13226,3542,11193,3516,485,107362
"[358, 13226, 311, 7643, 7621, 9517]",358,13226,311,7643,7621,9517,486,107413
"[359, 8858, 13226, 7621, 14594, 4303]",359,8858,13226,7621,14594,4303,487,110353
"[360, 1849, 748, 15580, 6795, 14837]",360,1849,748,15580,6795,14837,488,107468
"[361, 13226, 7643, 2475, 7621, 2419]",361,13226,7643,2475,7621,2419,489,107478
"[362, 8843, 1934, 11509, 3426, 10261]",362,8843,1934,11509,3426,10261,490,107497
"[363, 2698, 14837, 11509, 14208, 11740]",363,2698,14837,11509,14208,11740,491,107501
"[364, 7643, 13226, 11740, 43, 7176]",364,7643,13226,11740,43,7176,492,107507
"[365, 7171, 4243, 12094, 11509, 8843]",365,7171,4243,12094,11509,8843,493,107554
"[366, 12335, 8843, 4243, 2897, 14837]",366,12335,8843,4243,2897,14837,494,116253
"[367, 2454, 529, 11229, 3858, 10660]",367,2454,529,11229,3858,10660,495,74102
"[368, 13226, 311, 7643, 15356, 14499]",368,13226,311,7643,15356,14499,499,107613
"[369, 2400, 432, 434, 1, 8119]",369,2400,432,434,1,8119,500,107614
"[370, 1050, 6845, 15349, 689, 11740]",370,1050,6845,15349,689,11740,501,107653
"[371, 3770, 102, 1638, 479, 1637]",371,3770,102,1638,479,1637,502,110657
"[372, 390, 15580, 7075, 11740, 7176]",372,390,15580,7075,11740,7176,506,107756
"[373, 8843, 11509, 3886, 1741, 10261]",373,8843,11509,3886,1741,10261,507,107808
"[374, 14837, 126, 6795, 1079, 3852]",374,14837,126,6795,1079,3852,508,107818
"[375, 1849, 6795, 6331, 3683, 5473]",375,1849,6795,6331,3683,5473,509,107822
"[376, 748, 14908, 10552, 8843, 4248]",376,748,14908,10552,8843,4248,510,107840
"[377, 14552, 12804, 8843, 8748, 14593]",377,14552,12804,8843,8748,14593,512,111003
"[378, 4248, 14908, 13226, 1198, 8843]",378,4248,14908,13226,1198,8843,513,110939
"[379, 11509, 11740, 7643, 13226, 1463]",379,11509,11740,7643,13226,1463,514,110955
"[380, 2240, 6795, 1849, 397, 14837]",380,2240,6795,1849,397,14837,515,107943
"[381, 13226, 748, 7643, 12021, 1467]",381,13226,748,7643,12021,1467,516,110971
"[382, 8843, 3196, 4243, 1934, 1915]",382,8843,3196,4243,1934,1915,517,107969
"[383, 14908, 4248, 311, 13226, 748]",383,14908,4248,311,13226,748,518,111001
"[384, 2042, 3196, 760, 8160, 8843]",384,2042,3196,760,8160,8843,519,107978
"[385, 13226, 7643, 2419, 482, 13349]",385,13226,7643,2419,482,13349,520,107977
"[386, 8843, 4243, 6283, 8961, 12094]",386,8843,4243,6283,8961,12094,521,107983
"[387, 10261, 12335, 8961, 6378, 2959]",387,10261,12335,8961,6378,2959,522,105275
"[388, 1079, 1849, 6795, 748, 1229]",388,1079,1849,6795,748,1229,523,108000
"[389, 2284, 1138, 12526, 14837, 7568]",389,2284,1138,12526,14837,7568,524,108002
"[390, 7176, 11740, 10336, 10872, 11058]",390,7176,11740,10336,10872,11058,526,105032
"[391, 1332, 7587, 13992, 1554, 106]",391,1332,7587,13992,1554,106,527,108052
"[392, 14393, 13226, 7643, 9094, 11854]",392,14393,13226,7643,9094,11854,528,111094
"[393, 14837, 7568, 6795, 1079, 15349]",393,14837,7568,6795,1079,15349,529,108065
"[394, 14208, 226, 13226, 1463, 2191]",394,14208,226,13226,1463,2191,531,108071
"[395, 8843, 14552, 13226, 7643, 11489]",395,8843,14552,13226,7643,11489,532,111127
"[396, 3196, 12269, 8843, 6359, 8858]",396,3196,12269,8843,6359,8858,533,111143
"[397, 6795, 1849, 14831, 9567, 6321]",397,6795,1849,14831,9567,6321,534,108101
"[398, 4881, 11740, 15349, 14837, 3696]",398,4881,11740,15349,14837,3696,535,108122
"[399, 13226, 525, 14208, 7643, 11740]",399,13226,525,14208,7643,11740,536,111194
"[400, 7643, 748, 13226, 2024, 9036]",400,7643,748,13226,2024,9036,537,111201
"[401, 11740, 15349, 14837, 7643, 6364]",401,11740,15349,14837,7643,6364,538,108149
"[402, 1640, 1031, 246, 1186, 374]",402,1640,1031,246,1186,374,539,108160
"[403, 8843, 1537, 14552, 3196, 11068]",403,8843,1537,14552,3196,11068,540,108162
"[404, 7272, 8467, 11229, 7720, 8583]",404,7272,8467,11229,7720,8583,541,83658
"[405, 54, 14908, 13226, 4248, 748]",405,54,14908,13226,4248,748,542,108186
"[406, 7643, 13226, 14499, 15255, 15356]",406,7643,13226,14499,15255,15356,543,108174
"[407, 3196, 12269, 6277, 8843, 12091]",407,3196,12269,6277,8843,12091,544,108238
"[408, 8858, 1146, 12876, 3770, 13937]",408,8858,1146,12876,3770,13937,546,108255
"[409, 3196, 7535, 8843, 12269, 6366]",409,3196,7535,8843,12269,6366,547,111323
"[410, 14552, 699, 12423, 6919, 479]",410,14552,699,12423,6919,479,548,111400
"[411, 13226, 14908, 748, 7643, 5664]",411,13226,14908,748,7643,5664,550,111418
"[412, 1463, 1378, 13226, 226, 13989]",412,1463,1378,13226,226,13989,551,107688
"[413, 13300, 11887, 492, 14370, 1138]",413,13300,11887,492,14370,1138,553,108358
"[414, 8961, 6795, 387, 12094, 1849]",414,8961,6795,387,12094,1849,555,108399
"[415, 6323, 6558, 5374, 12141, 14690]",415,6323,6558,5374,12141,14690,556,108515
"[416, 3964, 3770, 9700, 13226, 8858]",416,3964,3770,9700,13226,8858,558,110763
"[417, 6364, 11740, 15349, 14837, 131]",417,6364,11740,15349,14837,131,562,114906
"[418, 11740, 1849, 390, 748, 6795]",418,11740,1849,390,748,6795,563,107002
"[419, 311, 8858, 14908, 14395, 5695]",419,311,8858,14908,14395,5695,564,109403
"[420, 12929, 8843, 7275, 6520, 14552]",420,12929,8843,7275,6520,14552,565,104029
"[421, 452, 7643, 11740, 13226, 6592]",421,452,7643,11740,13226,6592,567,107315
"[422, 11740, 1849, 6282, 7643, 15349]",422,11740,1849,6282,7643,15349,568,106408
"[423, 13226, 8971, 454, 392, 7643]",423,13226,8971,454,392,7643,569,110363
"[424, 7643, 11740, 13226, 6325, 15349]",424,7643,11740,13226,6325,15349,570,107349
"[425, 11740, 9948, 7176, 4110, 7643]",425,11740,9948,7176,4110,7643,573,107225
"[426, 6364, 7643, 13226, 11740, 1463]",426,6364,7643,13226,11740,1463,574,111252
"[427, 13226, 186, 7643, 14499, 15356]",427,13226,186,7643,14499,15356,575,110366
"[428, 3770, 13226, 102, 14208, 4599]",428,3770,13226,102,14208,4599,577,109120
"[429, 6323, 4675, 8494, 14849, 4535]",429,6323,4675,8494,14849,4535,581,112651
"[430, 7176, 11740, 390, 15478, 4110]",430,7176,11740,390,15478,4110,583,109382
"[431, 548, 13226, 7621, 7643, 9517]",431,548,13226,7621,7643,9517,585,112572
"[432, 2019, 369, 2767, 114, 15330]",432,2019,369,2767,114,15330,586,99785
"[433, 1812, 439, 2237, 4468, 14700]",433,1812,439,2237,4468,14700,587,99653
"[434, 15228, 10165, 0, 2142, 1231]",434,15228,10165,0,2142,1231,588,103639
"[435, 281, 4587, 10635, 13099, 1747]",435,281,4587,10635,13099,1747,589,103064
"[436, 679, 1275, 2795, 1812, 10164]",436,679,1275,2795,1812,10164,590,99348
"[437, 39, 2883, 3965, 374, 5]",437,39,2883,3965,374,5,593,102926
"[438, 1323, 1375, 5694, 855, 678]",438,1323,1375,5694,855,678,594,29583
"[439, 1848, 1812, 1031, 6602, 2400]",439,1848,1812,1031,6602,2400,597,100405
"[440, 11229, 6072, 9906, 5332, 5374]",440,11229,6072,9906,5332,5374,599,65214
"[441, 13519, 11489, 13226, 12269, 8843]",441,13519,11489,13226,12269,8843,600,110395
"[442, 13226, 15356, 7643, 14499, 15255]",442,13226,15356,7643,14499,15255,603,112606
"[443, 9024, 2493, 1841, 14908, 14499]",443,9024,2493,1841,14908,14499,605,117247
"[444, 14552, 14593, 1537, 8843, 12152]",444,14552,14593,1537,8843,12152,606,112625
"[445, 1140, 2538, 15349, 822, 4515]",445,1140,2538,15349,822,4515,608,116282
"[446, 3770, 13226, 671, 186, 1176]",446,3770,13226,671,186,1176,609,116552
"[447, 6196, 14654, 3543, 11959, 4110]",447,6196,14654,3543,11959,4110,610,82509
"[448, 1537, 12152, 14552, 14593, 8858]",448,1537,12152,14552,14593,8858,611,116514
"[449, 9517, 1198, 13226, 311, 15356]",449,9517,1198,13226,311,15356,612,117283
"[450, 7563, 4110, 15022, 13577, 13653]",450,7563,4110,15022,13577,13653,615,70506
"[451, 7669, 1384, 678, 7159, 9956]",451,7669,1384,678,7159,9956,616,65421
"[452, 4936, 11740, 1849, 421, 6795]",452,4936,11740,1849,421,6795,617,113083
"[453, 13226, 15356, 311, 7643, 14499]",453,13226,15356,311,7643,14499,618,118001
"[454, 13226, 14393, 7621, 7643, 423]",454,13226,14393,7621,7643,423,619,116165
"[455, 8843, 14908, 15610, 3196, 6592]",455,8843,14908,15610,3196,6592,626,117891
"[456, 11509, 8843, 11740, 5655, 7643]",456,11509,8843,11740,5655,7643,627,113613
"[457, 1751, 5298, 13619, 11509, 1558]",457,1751,5298,13619,11509,1558,628,117381
"[458, 13798, 6753, 3964, 3630, 5814]",458,13798,6753,3964,3630,5814,631,115509
"[459, 1684, 6795, 6628, 3353, 11740]",459,1684,6795,6628,3353,11740,632,114671
"[460, 8858, 6332, 13226, 4350, 1339]",460,8858,6332,13226,4350,1339,634,114658
"[461, 11740, 15349, 14837, 7643, 6364]",461,11740,15349,14837,7643,6364,635,116275
"[462, 13226, 7643, 13349, 7621, 14052]",462,13226,7643,13349,7621,14052,637,117608
"[463, 7075, 6592, 2419, 3683, 2024]",463,7075,6592,2419,3683,2024,638,113448
"[464, 13226, 7643, 9517, 986, 13085]",464,13226,7643,9517,986,13085,639,116414
"[465, 13226, 3770, 311, 4599, 7621]",465,13226,3770,311,4599,7621,641,111543
"[466, 748, 7666, 11740, 1849, 6795]",466,748,7666,11740,1849,6795,645,113947
"[467, 1562, 4243, 12094, 11509, 9685]",467,1562,4243,12094,11509,9685,647,115956
"[468, 2495, 7462, 281, 9940, 8342]",468,2495,7462,281,9940,8342,648,117060
"[469, 1849, 748, 6795, 14837, 15580]",469,1849,748,6795,14837,15580,650,117071
"[470, 14552, 13916, 8778, 14301, 12389]",470,14552,13916,8778,14301,12389,652,112257
"[471, 8858, 8917, 7643, 3770, 1361]",471,8858,8917,7643,3770,1361,653,116136
"[472, 14393, 13226, 7643, 8858, 499]",472,14393,13226,7643,8858,499,656,116168
"[473, 8591, 9349, 9811, 6757, 9497]",473,8591,9349,9811,6757,9497,659,54189
"[474, 8017, 1383, 11437, 13226, 3964]",474,8017,1383,11437,13226,3964,661,116683
"[475, 748, 1849, 8843, 6592, 15580]",475,748,1849,8843,6592,15580,662,116287
"[476, 7643, 13226, 1467, 11433, 13349]",476,7643,13226,1467,11433,13349,663,116768
"[477, 9158, 6321, 15349, 7164, 15022]",477,9158,6321,15349,7164,15022,665,114787
"[478, 1849, 7643, 748, 6795, 15580]",478,1849,7643,748,6795,15580,666,113720
"[479, 11908, 12152, 3196, 11702, 14552]",479,11908,12152,3196,11702,14552,667,112536
"[480, 4841, 481, 8860, 7747, 7240]",480,4841,481,8860,7747,7240,668,48473
"[481, 480, 4841, 7240, 8860, 11229]",481,480,4841,7240,8860,11229,670,52572
"[482, 5101, 7643, 1463, 13226, 15489]",482,5101,7643,1463,13226,15489,671,117128
"[483, 2170, 1463, 9227, 8310, 1355]",483,2170,1463,9227,8310,1355,673,117705
"[484, 3544, 8589, 9498, 13308, 2298]",484,3544,8589,9498,13308,2298,674,62711
"[485, 4942, 5276, 5683, 757, 3442]",485,4942,5276,5683,757,3442,680,58898
"[486, 7407, 4110, 8467, 10261, 15580]",486,7407,4110,8467,10261,15580,681,82206
"[487, 13226, 3770, 8858, 311, 13151]",487,13226,3770,8858,311,13151,688,114048
"[488, 14908, 14499, 15356, 13226, 748]",488,14908,14499,15356,13226,748,691,117104
"[489, 13633, 6919, 11908, 13151, 12152]",489,13633,6919,11908,13151,12152,692,117688
"[490, 3196, 8843, 881, 14908, 13667]",490,3196,8843,881,14908,13667,697,116289
"[491, 13226, 14908, 14208, 14499, 7643]",491,13226,14908,14208,14499,7643,700,112368
"[492, 2022, 8766, 14370, 390, 7643]",492,2022,8766,14370,390,7643,701,104046
"[493, 11229, 8591, 9811, 8467, 6072]",493,11229,8591,9811,8467,6072,702,62952
"[494, 748, 14908, 11068, 1849, 15580]",494,748,14908,11068,1849,15580,703,115742
"[495, 748, 3770, 338, 12021, 3529]",495,748,3770,338,12021,3529,704,117420
"[496, 8843, 1934, 11509, 11068, 10261]",496,8843,1934,11509,11068,10261,707,117107
"[497, 15255, 14499, 7643, 15356, 13226]",497,15255,14499,7643,15356,13226,708,117979
"[498, 5532, 15570, 12897, 5297, 8017]",498,5532,15570,12897,5297,8017,709,95776
"[499, 14393, 13226, 7643, 7621, 13349]",499,14393,13226,7643,7621,13349,710,115851
"[500, 8843, 13610, 1934, 11509, 1849]",500,8843,13610,1934,11509,1849,712,109374
"[501, 1849, 748, 10063, 1361, 6795]",501,1849,748,10063,1361,6795,713,110712
"[502, 6795, 13300, 14778, 14837, 6323]",502,6795,13300,14778,14837,6323,714,112817
"[503, 1849, 6795, 748, 6592, 3683]",503,1849,6795,748,6592,3683,715,113362
"[504, 5104, 7853, 2743, 5810, 6106]",504,5104,7853,2743,5810,6106,716,73778
"[505, 9200, 2955, 7643, 14657, 13226]",505,9200,2955,7643,14657,13226,718,108500
"[506, 8858, 13308, 1463, 13226, 15356]",506,8858,13308,1463,13226,15356,719,117108
"[507, 8843, 14552, 11068, 15516, 6123]",507,8843,14552,11068,15516,6123,724,115963
"[508, 14393, 13226, 7643, 14908, 881]",508,14393,13226,7643,14908,881,725,116448
"[509, 748, 6795, 8989, 4262, 13998]",509,748,6795,8989,4262,13998,729,113429
"[510, 3196, 8843, 1934, 11068, 10261]",510,3196,8843,1934,11068,10261,731,116508
"[511, 1063, 914, 1025, 121, 5839]",511,1063,914,1025,121,5839,733,117500
"[512, 11740, 390, 818, 7176, 10439]",512,11740,390,818,7176,10439,735,109592
"[513, 13578, 281, 468, 2795, 278]",513,13578,281,468,2795,278,736,117998
"[514, 8858, 6707, 11502, 14594, 13151]",514,8858,6707,11502,14594,13151,737,115624
"[515, 14552, 8843, 14593, 6123, 12858]",515,14552,8843,14593,6123,12858,742,117894
"[516, 2076, 1447, 8858, 13226, 7643]",516,2076,1447,8858,13226,7643,743,117723
"[517, 6846, 9446, 9632, 7393, 10185]",517,6846,9446,9632,7393,10185,746,40366
"[518, 13226, 311, 6533, 7621, 9517]",518,13226,311,6533,7621,9517,747,117768
"[519, 10570, 12389, 8778, 8858, 14552]",519,10570,12389,8778,8858,14552,748,115571
"[520, 11229, 9409, 15022, 9906, 8083]",520,11229,9409,15022,9906,8083,750,57012
"[521, 3770, 13226, 6753, 748, 14208]",521,3770,13226,6753,748,14208,754,113188
"[522, 6329, 6798, 14328, 10918, 11740]",522,6329,6798,14328,10918,11740,757,109688
"[523, 13226, 8858, 7643, 311, 14594]",523,13226,8858,7643,311,14594,761,117331
"[524, 8843, 3196, 960, 1537, 9616]",524,8843,3196,960,1537,9616,762,117765
"[525, 13226, 7643, 11740, 14052, 2022]",525,13226,7643,11740,14052,2022,763,116833
"[526, 748, 1849, 15580, 6795, 14837]",526,748,1849,15580,6795,14837,764,113280
"[527, 10486, 1463, 13117, 13226, 7643]",527,10486,1463,13117,13226,7643,765,116669
"[528, 9567, 6403, 14837, 7568, 11509]",528,9567,6403,14837,7568,11509,766,116594
"[529, 3858, 9122, 7853, 13653, 15022]",529,3858,9122,7853,13653,15022,773,70820
"[530, 9498, 9866, 7923, 2315, 3698]",530,9498,9866,7923,2315,3698,775,63715
"[531, 231, 15317, 15349, 1877, 11740]",531,231,15317,15349,1877,11740,778,117951
"[532, 353, 1036, 9450, 1778, 6972]",532,353,1036,9450,1778,6972,780,116629
"[533, 7075, 11740, 1849, 748, 390]",533,7075,11740,1849,748,390,781,117737
"[534, 479, 11068, 11908, 3196, 8843]",534,479,11068,11908,3196,8843,782,116277
"[535, 8843, 13226, 9094, 7643, 11854]",535,8843,13226,9094,7643,11854,784,115798
"[536, 7643, 13226, 14393, 3108, 13349]",536,7643,13226,14393,3108,13349,785,116778
"[537, 1232, 2138, 1051, 1962, 1061]",537,1232,2138,1051,1962,1061,786,116213
"[538, 818, 14552, 7643, 15489, 13226]",538,818,14552,7643,15489,13226,799,116365
"[539, 6795, 1849, 14837, 11521, 15349]",539,6795,1849,14837,11521,15349,800,116905
"[540, 13226, 186, 1176, 7643, 14208]",540,13226,186,1176,7643,14208,801,116493
"[541, 1849, 748, 6795, 1463, 14837]",541,1849,748,6795,1463,14837,802,117333
"[542, 101, 14908, 14499, 15356, 748]",542,101,14908,14499,15356,748,804,117628
"[543, 1359, 11509, 8843, 14837, 663]",543,1359,11509,8843,14837,663,805,117913
"[544, 13226, 7643, 748, 13567, 8004]",544,13226,7643,748,13567,8004,808,115493
"[545, 13031, 3196, 4303, 8843, 6916]",545,13031,3196,4303,8843,6916,809,116320
"[546, 6332, 1339, 12876, 11502, 2732]",546,6332,1339,12876,11502,2732,810,116756
"[547, 13226, 7643, 7621, 1467, 13349]",547,13226,7643,7621,1467,13349,813,116823
"[548, 431, 13226, 7621, 7643, 9517]",548,431,13226,7621,7643,9517,818,118073
"[549, 3683, 6080, 7329, 9122, 1013]",549,3683,6080,7329,9122,1013,823,61495
"[550, 6753, 11437, 5155, 6901, 1463]",550,6753,11437,5155,6901,1463,828,115472
"[551, 8858, 13226, 7643, 13117, 7621]",551,8858,13226,7643,13117,7621,829,116707
"[552, 13226, 7643, 1467, 13349, 1749]",552,13226,7643,1467,13349,1749,830,116313
"[553, 1238, 1310, 1689, 278, 2236]",553,1238,1310,1689,278,2236,832,117438
"[554, 13226, 311, 15356, 14499, 7643]",554,13226,311,15356,14499,7643,833,116531
"[555, 4243, 5049, 8843, 12614, 3196]",555,4243,5049,8843,12614,3196,835,116353
"[556, 3196, 127, 8843, 9531, 15535]",556,3196,127,8843,9531,15535,836,115857
"[557, 13226, 7643, 1463, 6901, 3585]",557,13226,7643,1463,6901,3585,837,117008
"[558, 6795, 11740, 1849, 6321, 15349]",558,6795,11740,1849,6321,15349,838,116191
"[559, 3196, 8843, 12269, 8858, 11702]",559,3196,8843,12269,8858,11702,839,115986
"[560, 13226, 9700, 7643, 13798, 7621]",560,13226,9700,7643,13798,7621,840,116571
"[561, 8591, 9349, 9811, 9497, 4942]",561,8591,9349,9811,9497,4942,841,53459
"[562, 11575, 3143, 8858, 13226, 7643]",562,11575,3143,8858,13226,7643,842,117826
"[563, 11740, 15349, 14837, 7643, 6364]",563,11740,15349,14837,7643,6364,848,117718
"[564, 742, 8858, 5381, 14594, 12152]",564,742,8858,5381,14594,12152,849,116225
